                                                           The SAS System                      09:37 Thursday, November 29, 2018   1

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG
                                        2640    07753         11        5421.95       501  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  49

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        2641    08723         11        5421.95       978  
                                        2642    08023         11        5421.95       427  
                                        2643    08359         11        5421.95      1019  
                                        2644    08022         11        5421.95       692  
                                        2645    07746         11        5421.95       384  
                                        2646    09031         11        5421.95       829  
                                        2647    07819         11        5421.95       509  
                                        2648    08881         11        5421.95       359  
                                        2649    08986         11        5421.95       459  
                                        2650    08949         11        5421.95      1231  
                                        2651    07810         11        5421.95      1494  
                                        2652    09851         11        5421.95       665  
                                        2653    07862         11        5421.95      1319  
                                        2654    08871         11        5421.95      1127  
                                        2655    09599         11        5421.95       722  
                                        2656    10034         11        5421.95      1205  
                                        2657    10012         11        5421.95       860  
                                        2658    09302         11        5421.95       517  
                                        2659    07945         11        5421.95       797  
                                        2660    07665         11        5421.95         0  
                                        2661    09867         11        5421.95       968  
                                        2662    07930         11        5421.95         0  
                                        2663    08901         11        5421.95       492  
                                        2664    09821         11        5421.95       592  
                                        2665    07903         11        5421.95       272  
                                        2666    07924         11        5421.95         0  
                                        2667    09785         11        5421.95       342  
                                        2668    08711         11        5421.95      1223  
                                        2669    08169         11        5421.95         0  
                                        2670    07913         11        5421.95         0  
                                        2671    07887         11        5421.95         0  
                                        2672    09536         11        5421.95       483  
                                        2673    08842         11        5421.95       926  
                                        2674    09431         11        5421.95       707  
                                        2675    09429         11        5421.95       867  
                                        2676    08264         11        5421.95       872  
                                        2677    07776         11        5421.95       639  
                                        2678    07867         11        5421.95       553  
                                        2679    09350         11        5421.95      1122  
                                        2680    08870         11        5421.95      1029  
                                        2681    09278         11        5421.95       460  
                                        2682    08061         11        5421.95       861  
                                        2683    08448         11        5421.95      1503  
                                        2684    09993         11        5421.95       824  
                                        2685    11790         11        5421.95       383  
                                        2686    10529         11        5421.95       634  
                                        2687    11706         11        5421.95       404  
                                        2688    11812         11        5421.95      1068  
                                        2689    12029         11        5421.95       774  
                                        2690    10912         11        5421.95       679  
                                        2691    10245         11        5421.95       300  
                                        2692    10871         11        5421.95         0  
                                        2693    10861         11        5421.95       452  
                                        2694    11936         11        5421.95       538  
                                        2695    10484         11        5421.95       373  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  50

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        2696    10803         11        5421.95       568  
                                        2697    11441         11        5421.95       732  
                                        2698    10764         11        5421.95       636  
                                        2699    11397         11        5421.95      1071  
                                        2700    10610         11        5421.95       818  
                                        2701    10962         11        5421.95      1005  
                                        2702    11322         11        5421.95       330  
                                        2703    12052         11        5421.95      2555  
                                        2704    10417         11        5421.95       766  
                                        2705    10210         11        5421.95       796  
                                        2706    10278         11        5421.95      1111  
                                        2707    11154         11        5421.95      1363  
                                        2708    11920         11        5421.95       844  
                                        2709    10635         11        5421.95       999  
                                        2710    10384         11        5421.95         0  
                                        2711    10622         11        5421.95         0  
                                        2712    11938         11        5421.95      1222  
                                        2713    12034         11        5421.95      1484  
                                        2714    11059         11        5421.95       492  
                                        2715    11624         11        5421.95       472  
                                        2716    10959         11        5421.95       464  
                                        2717    11324         11        5421.95      1717  
                                        2718    11784         11        5421.95       551  
                                        2719    11428         11        5421.95      1240  
                                        2720    07078         11        5421.95       581  
                                        2721    06698         11        5421.95       825  
                                        2722    05499         11        5421.95       347  
                                        2723    06608         11        5421.95       994  
                                        2724    06351         11        5421.95       976  
                                        2725    05320         11        5421.95      1649  
                                        2726    07307         11        5421.95      1049  
                                        2727    06548         11        5421.95       660  
                                        2728    06498         11        5421.95       917  
                                        2729    06008         11        5421.95       329  
                                        2730    07338         11        5421.95       620  
                                        2731    06441         11        5421.95       738  
                                        2732    07598         11        5421.95       511  
                                        2733    06381         11        5421.95      1301  
                                        2734    06657         11        5421.95         0  
                                        2735    05666         11        5421.95       953  
                                        2736    07585         11        5421.95       894  
                                        2737    07582         11        5421.95      1323  
                                        2738    05300         11        5421.95       613  
                                        2739    07423         11        5421.95       853  
                                        2740    07533         11        5421.95       709  
                                        2741    05706         11        5421.95      1157  
                                        2742    07488         11        5421.95       712  
                                        2743    05681         11        5421.95         0  
                                        2744    06268         11        5421.95       570  
                                        2745    07391         11        5421.95       836  
                                        2746    07236         11        5421.95      1124  
                                        2747    05642         11        5421.95       619  
                                        2748    05456         11        5421.95       894  
                                        2749    05568         11        5421.95         0  
                                        2750    05628         11        5421.95       682  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  51

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        2751    06829         11        5421.95        70  
                                        2752    07570         11        5421.95      1011  
                                        2753    06984         11        5421.95       469  
                                        2754    07470         11        5421.95         0  
                                        2755    07136         11        5421.95       698  
                                        2756    07499         11        5421.95       686  
                                        2757    06308         11        5421.95       832  
                                        2758    06059         11        5421.95       213  
                                        2759    06591         11        5421.95       738  
                                        2760    05330         11        5421.95       653  
                                        2761    05207         11        5421.95       854  
                                        2762    06006         11        5421.95       625  
                                        2763    06844         11        5421.95      1312  
                                        2764    05314         11        5421.95        32  
                                        2765    07551         11        5421.95       878  
                                        2766    05964         11        5421.95      1242  
                                        2767    06772         11        5421.95       770  
                                        2768    06164         11        5421.95       327  
                                        2769    05921         11        5421.95       502  
                                        2770    05225         12        4828.18         0  
                                        2771    07272         12        4828.18        49  
                                        2772    05361         12        4828.18         0  
                                        2773    06195         12        4828.18         0  
                                        2774    06656         12        4828.18      1041  
                                        2775    05870         12        4828.18       623  
                                        2776    05183         12        4828.18         0  
                                        2777    06600         12        4828.18       949  
                                        2778    05470         12        4828.18       697  
                                        2779    06589         12        4828.18      1806  
                                        2780    05848         12        4828.18      1439  
                                        2781    06212         12        4828.18       737  
                                        2782    06583         12        4828.18         0  
                                        2783    07299         12        4828.18       790  
                                        2784    05871         12        4828.18      2810  
                                        2785    07544         12        4828.18       803  
                                        2786    05835         12        4828.18       755  
                                        2787    05458         12        4828.18         0  
                                        2788    06544         12        4828.18       613  
                                        2789    06543         12        4828.18         0  
                                        2790    05373         12        4828.18       454  
                                        2791    05270         12        4828.18       358  
                                        2792    05784         12        4828.18       742  
                                        2793    05545         12        4828.18         0  
                                        2794    06471         12        4828.18         0  
                                        2795    07528         12        4828.18       687  
                                        2796    05430         12        4828.18         0  
                                        2797    05771         12        4828.18         0  
                                        2798    07223         12        4828.18         0  
                                        2799    05427         12        4828.18         0  
                                        2800    06501         12        4828.18         0  
                                        2801    06425         12        4828.18         0  
                                        2802    06415         12        4828.18       624  
                                        2803    05424         12        4828.18       863  
                                        2804    06404         12        4828.18       774  
                                        2805    06401         12        4828.18         0  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  52

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        2806    06289         12        4828.18       822  
                                        2807    07599         12        4828.18         0  
                                        2808    07617         12        4828.18       686  
                                        2809    05723         12        4828.18         0  
                                        2810    06320         12        4828.18       891  
                                        2811    05670         12        4828.18         0  
                                        2812    07211         12        4828.18       948  
                                        2813    06302         12        4828.18       693  
                                        2814    06301         12        4828.18         0  
                                        2815    07398         12        4828.18       378  
                                        2816    06255         12        4828.18       562  
                                        2817    06182         12        4828.18         0  
                                        2818    06118         12        4828.18         0  
                                        2819    05329         12        4828.18       594  
                                        2820    07418         12        4828.18       717  
                                        2821    07415         12        4828.18       414  
                                        2822    07413         12        4828.18       185  
                                        2823    06146         12        4828.18       751  
                                        2824    07373         12        4828.18       355  
                                        2825    07352         12        4828.18         0  
                                        2826    06234         12        4828.18         0  
                                        2827    07336         12        4828.18      1108  
                                        2828    06217         12        4828.18       999  
                                        2829    07310         12        4828.18       920  
                                        2830    07283         12        4828.18         0  
                                        2831    07270         12        4828.18      1392  
                                        2832    07259         12        4828.18      1153  
                                        2833    07210         12        4828.18         0  
                                        2834    07460         12        4828.18       866  
                                        2835    05078         12        4828.18       657  
                                        2836    06293         12        4828.18         0  
                                        2837    07150         12        4828.18      1148  
                                        2838    07466         12        4828.18         0  
                                        2839    05636         12        4828.18       237  
                                        2840    07137         12        4828.18      1108  
                                        2841    07135         12        4828.18         0  
                                        2842    07119         12        4828.18       867  
                                        2843    05600         12        4828.18         0  
                                        2844    06132         12        4828.18       495  
                                        2845    07069         12        4828.18         0  
                                        2846    05398         12        4828.18       687  
                                        2847    07035         12        4828.18         0  
                                        2848    05583         12        4828.18       494  
                                        2849    07024         12        4828.18       765  
                                        2850    06996         12        4828.18       593  
                                        2851    06063         12        4828.18      1039  
                                        2852    06045         12        4828.18      1134  
                                        2853    05146         12        4828.18        32  
                                        2854    06043         12        4828.18         0  
                                        2855    05562         12        4828.18       675  
                                        2856    06947         12        4828.18       656  
                                        2857    06361         12        4828.18         0  
                                        2858    06033         12        4828.18         0  
                                        2859    06185         12        4828.18       489  
                                        2860    06929         12        4828.18         0  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  53

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        2861    06922         12        4828.18         0  
                                        2862    06167         12        4828.18      1288  
                                        2863    06080         12        4828.18         0  
                                        2864    06014         12        4828.18       739  
                                        2865    06885         12        4828.18      1167  
                                        2866    06880         12        4828.18         0  
                                        2867    06387         12        4828.18       412  
                                        2868    06848         12        4828.18         0  
                                        2869    05533         12        4828.18         0  
                                        2870    05083         12        4828.18         0  
                                        2871    07195         12        4828.18       703  
                                        2872    05974         12        4828.18       540  
                                        2873    05222         12        4828.18       638  
                                        2874    05307         12        4828.18       959  
                                        2875    05089         12        4828.18         0  
                                        2876    07561         12        4828.18      1086  
                                        2877    06735         12        4828.18      1732  
                                        2878    05920         12        4828.18         0  
                                        2879    06718         12        4828.18       667  
                                        2880    05907         12        4828.18         0  
                                        2881    09213         12        4828.18         0  
                                        2882    08397         12        4828.18         0  
                                        2883    09190         12        4828.18       539  
                                        2884    08714         12        4828.18       699  
                                        2885    09183         12        4828.18       635  
                                        2886    09373         12        4828.18       564  
                                        2887    07840         12        4828.18       812  
                                        2888    08036         12        4828.18         0  
                                        2889    08381         12        4828.18      1935  
                                        2890    09675         12        4828.18       725  
                                        2891    09146         12        4828.18       574  
                                        2892    07754         12        4828.18         0  
                                        2893    08364         12        4828.18      1386  
                                        2894    09108         12        4828.18         0  
                                        2895    09094         12        4828.18         0  
                                        2896    08017         12        4828.18       964  
                                        2897    09085         12        4828.18        25  
                                        2898    08738         12        4828.18      1000  
                                        2899    08737         12        4828.18         0  
                                        2900    09070         12        4828.18         0  
                                        2901    09063         12        4828.18       748  
                                        2902    08509         12        4828.18         0  
                                        2903    09053         12        4828.18       769  
                                        2904    09808         12        4828.18      1143  
                                        2905    09044         12        4828.18         0  
                                        2906    09958         12        4828.18       928  
                                        2907    08317         12        4828.18         0  
                                        2908    09023         12        4828.18       726  
                                        2909    07722         12        4828.18       674  
                                        2910    07807         12        4828.18       869  
                                        2911    08455         12        4828.18       691  
                                        2912    10086         12        4828.18         0  
                                        2913    07987         12        4828.18       602  
                                        2914    08991         12        4828.18       772  
                                        2915    08985         12        4828.18       814  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  54

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        2916    08104         12        4828.18       765  
                                        2917    08944         12        4828.18      1119  
                                        2918    08931         12        4828.18       517  
                                        2919    10157         12        4828.18       684  
                                        2920    10121         12        4828.18      3132  
                                        2921    07735         12        4828.18       850  
                                        2922    10116         12        4828.18         0  
                                        2923    07963         12        4828.18       792  
                                        2924    08765         12        4828.18         0  
                                        2925    08151         12        4828.18      1205  
                                        2926    08331         12        4828.18       789  
                                        2927    07796         12        4828.18      1093  
                                        2928    08255         12        4828.18         0  
                                        2929    08221         12        4828.18         0  
                                        2930    09933         12        4828.18         0  
                                        2931    07957         12        4828.18       958  
                                        2932    08792         12        4828.18       658  
                                        2933    09894         12        4828.18       723  
                                        2934    09872         12        4828.18       709  
                                        2935    08772         12        4828.18       828  
                                        2936    08760         12        4828.18       724  
                                        2937    07902         12        4828.18       771  
                                        2938    09833         12        4828.18       554  
                                        2939    09799         12        4828.18       589  
                                        2940    07920         12        4828.18       419  
                                        2941    09238         12        4828.18      1075  
                                        2942    08171         12        4828.18         0  
                                        2943    09458         12        4828.18       492  
                                        2944    08706         12        4828.18       779  
                                        2945    08903         12        4828.18         0  
                                        2946    09734         12        4828.18       452  
                                        2947    09670         12        4828.18       595  
                                        2948    07672         12        4828.18       291  
                                        2949    08116         12        4828.18      1166  
                                        2950    08145         12        4828.18         0  
                                        2951    07728         12        4828.18         0  
                                        2952    08826         12        4828.18       604  
                                        2953    09642         12        4828.18       560  
                                        2954    08139         12        4828.18      1581  
                                        2955    09627         12        4828.18       932  
                                        2956    09603         12        4828.18         0  
                                        2957    09591         12        4828.18         0  
                                        2958    08029         12        4828.18      1053  
                                        2959    08334         12        4828.18       864  
                                        2960    08126         12        4828.18         0  
                                        2961    07944         12        4828.18         0  
                                        2962    08841         12        4828.18      1650  
                                        2963    09998         12        4828.18        25  
                                        2964    07775         12        4828.18      1036  
                                        2965    08586         12        4828.18       768  
                                        2966    10001         12        4828.18       252  
                                        2967    08572         12        4828.18       506  
                                        2968    09492         12        4828.18      2112  
                                        2969    09489         12        4828.18       505  
                                        2970    09480         12        4828.18         0  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  55

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        2971    07772         12        4828.18         0  
                                        2972    09456         12        4828.18         0  
                                        2973    09452         12        4828.18      1604  
                                        2974    08524         12        4828.18         0  
                                        2975    09410         12        4828.18       659  
                                        2976    10098         12        4828.18         0  
                                        2977    10043         12        4828.18      1166  
                                        2978    08038         12        4828.18         0  
                                        2979    08501         12        4828.18       724  
                                        2980    08241         12        4828.18      1121  
                                        2981    08601         12        4828.18         0  
                                        2982    08872         12        4828.18       149  
                                        2983    09336         12        4828.18       761  
                                        2984    08074         12        4828.18         0  
                                        2985    07860         12        4828.18      1120  
                                        2986    09322         12        4828.18       776  
                                        2987    09297         12        4828.18         0  
                                        2988    09285         12        4828.18      1111  
                                        2989    07709         12        4828.18      1043  
                                        2990    09636         12        4828.18       554  
                                        2991    08443         12        4828.18         0  
                                        2992    08442         12        4828.18         0  
                                        2993    08140         12        4828.18         0  
                                        2994    09259         12        4828.18         0  
                                        2995    09256         12        4828.18       793  
                                        2996    08420         12        4828.18         0  
                                        2997    09234         12        4828.18       800  
                                        2998    01605         12        4828.18       626  
                                        2999    00801         12        4828.18       431  
                                        3000    01582         12        4828.18         0  
                                        3001    01238         12        4828.18       777  
                                        3002    01549         12        4828.18       820  
                                        3003    01546         12        4828.18       996  
                                        3004    00763         12        4828.18       583  
                                        3005    00398         12        4828.18         0  
                                        3006    01087         12        4828.18       713  
                                        3007    01498         12        4828.18         0  
                                        3008    00568         12        4828.18         0  
                                        3009    00010         12        4828.18       426  
                                        3010    01983         12        4828.18         0  
                                        3011    00385         12        4828.18       857  
                                        3012    00736         12        4828.18         0  
                                        3013    01803         12        4828.18       941  
                                        3014    00103         12        4828.18       715  
                                        3015    01437         12        4828.18       674  
                                        3016    00714         12        4828.18         0  
                                        3017    00374         12        4828.18         0  
                                        3018    01410         12        4828.18       774  
                                        3019    00102         12        4828.18         0  
                                        3020    00244         12        4828.18       858  
                                        3021    01101         12        4828.18       734  
                                        3022    02497         12        4828.18      1036  
                                        3023    00370         12        4828.18         0  
                                        3024    01386         12        4828.18       671  
                                        3025    02530         12        4828.18      1184  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  56

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        3026    01378         12        4828.18      3753  
                                        3027    02226         12        4828.18       456  
                                        3028    01107         12        4828.18         0  
                                        3029    01364         12        4828.18       733  
                                        3030    00365         12        4828.18       846  
                                        3031    01339         12        4828.18       595  
                                        3032    00096         12        4828.18      1130  
                                        3033    01320         12        4828.18         0  
                                        3034    02494         12        4828.18         0  
                                        3035    01313         12        4828.18      1167  
                                        3036    01310         12        4828.18         0  
                                        3037    00635         12        4828.18         0  
                                        3038    01269         12        4828.18       605  
                                        3039    01267         12        4828.18         0  
                                        3040    00179         12        4828.18       844  
                                        3041    02020         12        4828.18      1411  
                                        3042    01261         12        4828.18         0  
                                        3043    02501         12        4828.18         0  
                                        3044    02262         12        4828.18       795  
                                        3045    02071         12        4828.18      1652  
                                        3046    02456         12        4828.18         0  
                                        3047    01190         12        4828.18       563  
                                        3048    02304         12        4828.18         0  
                                        3049    00586         12        4828.18         0  
                                        3050    02153         12        4828.18       494  
                                        3051    01168         12        4828.18       610  
                                        3052    02526         12        4828.18       853  
                                        3053    00596         12        4828.18       868  
                                        3054    01149         12        4828.18         0  
                                        3055    02311         12        4828.18       715  
                                        3056    00251         12        4828.18       893  
                                        3057    02302         12        4828.18       802  
                                        3058    02293         12        4828.18       331  
                                        3059    02258         12        4828.18         0  
                                        3060    01119         12        4828.18       772  
                                        3061    01111         12        4828.18      1048  
                                        3062    02545         12        4828.18         0  
                                        3063    01039         12        4828.18         0  
                                        3064    02332         12        4828.18       996  
                                        3065    01056         12        4828.18      1771  
                                        3066    00033         12        4828.18         0  
                                        3067    02110         12        4828.18      1201  
                                        3068    02102         12        4828.18      1264  
                                        3069    00543         12        4828.18      1144  
                                        3070    02076         12        4828.18       121  
                                        3071    02013         12        4828.18       708  
                                        3072    01010         12        4828.18      1078  
                                        3073    02515         12        4828.18       640  
                                        3074    02344         12        4828.18       527  
                                        3075    01969         12        4828.18      1304  
                                        3076    01175         12        4828.18         0  
                                        3077    02152         12        4828.18         0  
                                        3078    01952         12        4828.18         0  
                                        3079    00501         12        4828.18         0  
                                        3080    00500         12        4828.18         8  
                                                           The SAS System                      09:37 Thursday, November 29, 2018  57

                                                         REPORTABLE_     mean_
                                         Obs    DOEID       DOMAIN       hdd65     CUFEETNG

                                        3081    02398         12        4828.18         0  
                                        3082    00499         12        4828.18      1192  
                                        3083    00952         12        4828.18       666  
                                        3084    01882         12        4828.18         0  
                                        3085    01182         12        4828.18       690  
                                        3086    01188         12        4828.18       565  
                                        3087    01858         12        4828.18         0  
                                        3088    01853         12        4828.18       410  
                                        3089    01850         12        4828.18      1657  
                                        3090    00038         12        4828.18       904  
                                        3091    00903         12        4828.18       324  
                                        3092    01786         12        4828.18         0  
                                        3093    00242         12        4828.18       750  
                                        3094    00873         12        4828.18         0  
                                        3095    01205         12        4828.18         0  
                                        3096    01207         12        4828.18         0  
                                        3097    00856         12        4828.18       896  
                                        3098    01163         12        4828.18       651  
                                        3099    00001         12        4828.18         0  
